,code,name,lot_size,stock_type
1811,HK.08051,訊智海(新),200,STOCK
1812,HK.08052,陸慶娛樂,10000,STOCK
1813,HK.08053,比優集團,20000,STOCK
1814,HK.08055,中國網絡教育,8000,STOCK
1815,HK.08056,飲食概念,5000,STOCK
1816,HK.08057,麥迪森酒業,4000,STOCK
1817,HK.08058,羅欣藥業,2000,STOCK
1818,HK.08059,朝威控股,5000,STOCK
1819,HK.08060,國聯通信,10000,STOCK
1820,HK.08061,光亞,20000,STOCK
1821,HK.08062,俊盟國際,5000,STOCK
1822,HK.08063,環球大通集團,50000,STOCK
1823,HK.08066,品創控股,5000,STOCK
1824,HK.08067,東方大學城控股,1000,STOCK
1825,HK.08069,縱橫遊控股,5000,STOCK
1826,HK.08070,僑洋國際控股,5000,STOCK
1827,HK.08071,中彩網通控股,5000,STOCK
1828,HK.08072,羅馬集團,20000,STOCK
1829,HK.08075,寰亞傳媒,4000,STOCK
1830,HK.08076,新利軟件,5000,STOCK
1831,HK.08077,昆侖國際金融,5000,STOCK
1832,HK.08078,HMV數碼中國,20000,STOCK
1833,HK.08079,易還財務投資,5000,STOCK
1834,HK.08080,北亞策略,8000,STOCK
1835,HK.08081,互娛中國,10000,STOCK
1836,HK.08082,仁智國際集團,5000,STOCK
1837,HK.08083,中國創新支付,4000,STOCK
1838,HK.08085,香港生命科學,4000,STOCK
1839,HK.08086,DX﹒COM控股,8000,STOCK
1840,HK.08087,中國三三傳媒,20000,STOCK
1841,HK.08088,滙友科技控股,8000,STOCK
1842,HK.08089,華人策略控股,2000,STOCK
1843,HK.08090,中國融保金融集團,2000,STOCK
1844,HK.08091,奧傳思維控股,10000,STOCK
1845,HK.08092,ITE HOLDINGS,4000,STOCK
1846,HK.08093,愛特麗皮革,5000,STOCK
1847,HK.08095,北大青鳥環宇,1000,STOCK
1848,HK.08096,瑞豐石化,8000,STOCK
1849,HK.08097,鼎石資本,5000,STOCK
1850,HK.08098,昌利控股,10000,STOCK
1851,HK.08100,智易控股,6000,STOCK
1852,HK.08101,家夢控股,4000,STOCK
1853,HK.08102,利寶閣集團,10000,STOCK
1854,HK.08103,萬泰企業股份,20000,STOCK
1855,HK.08106,浙大蘭德,5000,STOCK
1856,HK.08108,福澤集團,2000,STOCK
1857,HK.08109,麒麟集團控股,15000,STOCK
1858,HK.08111,中科光電,5000,STOCK
1859,HK.08112,FOCUS MEDIA,4800,STOCK
1860,HK.08113,揚宇科技,10000,STOCK
1861,HK.08115,上海青浦消防,4000,STOCK
1862,HK.08116,中國幸福投資,20000,STOCK
1863,HK.08117,中國基礎能源,10000,STOCK
1864,HK.08119,即時科研,10000,STOCK
1865,HK.08120,國農金融投資,20000,STOCK
1866,HK.08121,超凡網絡,10000,STOCK
1867,HK.08122,德萊建業,8000,STOCK
1868,HK.08123,首華財經網絡,6000,STOCK
1869,HK.08125,仁德資源,4000,STOCK
1870,HK.08126,G﹒A﹒控股,4000,STOCK
1871,HK.08127,雲裳衣,1000,STOCK
1872,HK.08128,中國地能,8000,STOCK
1873,HK.08129,中國生物資源,20000,STOCK
1874,HK.08130,智城控股,20000,STOCK
1875,HK.08131,辰罡科技,2000,STOCK
1876,HK.08132,中油港燃,20000,STOCK
1877,HK.08133,鑄能控股,20000,STOCK
1878,HK.08135,正美豐業,5000,STOCK
1879,HK.08137,洪橋集團,2000,STOCK
1880,HK.08138,同仁堂國藥,1000,STOCK
1881,HK.08139,長安仁恒,500,STOCK
1882,HK.08141,應力控股,10000,STOCK
1883,HK.08143,華夏醫療,4000,STOCK
1884,HK.08145,電訊首科,2000,STOCK
1885,HK.08147,匯思太平洋,4000,STOCK
1886,HK.08148,奧栢中國,20000,STOCK
1887,HK.08149,浩德控股,10000,STOCK
1888,HK.08150,無縫綠色,10000,STOCK
1889,HK.08153,科地農業,5000,STOCK
1890,HK.08155,南華資產控股,8000,STOCK
1891,HK.08156,眾彩股份,5000,STOCK
1892,HK.08157,象興國際,20000,STOCK
1893,HK.08158,中國再生醫學,5000,STOCK
1894,HK.08159,輝煌科技,5000,STOCK
1895,HK.08160,GOLDWAY EDU,12000,STOCK
1896,HK.08161,醫匯集團,10000,STOCK
1897,HK.08162,港銀控股,10000,STOCK
1898,HK.08163,萬德金融,20000,STOCK
1899,HK.08165,華普智通,10000,STOCK
1900,HK.08166,中國農業生態,20000,STOCK
1901,HK.08167,中國新電信,4000,STOCK
1902,HK.08169,環康集團,10000,STOCK
1903,HK.08170,KSL,4000,STOCK
1904,HK.08171,中國趨勢,160000,STOCK
1905,HK.08172,拉近網娛,20000,STOCK
1906,HK.08173,萬亞企業控股,40000,STOCK
1907,HK.08175,中國數碼文化,10000,STOCK
1908,HK.08176,航空互聯,5000,STOCK
1909,HK.08177,REF Holdings,5000,STOCK
1910,HK.08178,中國信息科技,24000,STOCK
1911,HK.08179,新煮意控股,12000,STOCK
1912,HK.08181,港深聯合,8000,STOCK
1913,HK.08182,中國糖果,10000,STOCK
1914,HK.08183,尚捷集團控股,5000,STOCK
1915,HK.08186,同仁資源,20000,STOCK
1916,HK.08187,永駿國際控股,5000,STOCK
1917,HK.08188,駿傑集團控股,4000,STOCK
1918,HK.08189,泰達生物,5000,STOCK
1919,HK.08190,康佰控股,10000,STOCK
1920,HK.08191,鴻偉亞洲,6000,STOCK
1921,HK.08192,環球能源資源,12000,STOCK
1922,HK.08193,漢華專業服務,5000,STOCK
1923,HK.08195,樂亞國際,8000,STOCK
1924,HK.08196,建禹集團,4000,STOCK
1925,HK.08197,東北虎藥業,10000,STOCK
1926,HK.08198,新濠環彩,4000,STOCK
1927,HK.08200,修身堂,40000,STOCK
1928,HK.08201,寶聯控股,20000,STOCK
1929,HK.08202,匯創控股,10000,STOCK
1930,HK.08203,凱順能源(新),10000,STOCK
1931,HK.08205,交大慧谷,4000,STOCK
1932,HK.08206,神通機器人教育,1000,STOCK
1933,HK.08207,中國信貸,4000,STOCK
1934,HK.08211,浙江永隆實業,10000,STOCK
1935,HK.08212,譽滿國際控股,8000,STOCK
1936,HK.08213,惟膳,10000,STOCK
1937,HK.08215,第一信用,20000,STOCK
1938,HK.08216,百本醫護,8000,STOCK
1939,HK.08217,聯旺集團,10000,STOCK
1940,HK.08218,毅高國際控股,4000,STOCK
1941,HK.08220,比高集團,20000,STOCK
1942,HK.08221,PF GROUP,20000,STOCK
1943,HK.08222,壹照明,4000,STOCK
1944,HK.08225,中國醫療集團,20000,STOCK
1945,HK.08226,中昱科技,4000,STOCK
1946,HK.08227,海天天綫控股,4000,STOCK
1947,HK.08228,國藝娛樂,20000,STOCK
1948,HK.08229,FUTURE DATA,5000,STOCK
1949,HK.08230,中國宇天,5000,STOCK
1950,HK.08231,節能元件,10000,STOCK
1951,HK.08232,CLASSIFIED GP,5000,STOCK
1952,HK.08233,中國基建港口,4000,STOCK
1953,HK.08235,賽迪顧問,10000,STOCK
1954,HK.08236,寶德科技集團,1000,STOCK
1955,HK.08237,華星控股,2000,STOCK
1956,HK.08238,惠陶集團,8000,STOCK
1957,HK.08239,首都金融控股,2000,STOCK
1958,HK.08240,展程控股,10000,STOCK
1959,HK.08242,宏創高科,10000,STOCK
1960,HK.08243,大賀傳媒,5000,STOCK
1961,HK.08245,安悅國際控股,5000,STOCK
1962,HK.08246,北方新能源,8000,STOCK
1963,HK.08247,中生北控生物科技,2000,STOCK
1964,HK.08248,豐展控股,10000,STOCK
1965,HK.08249,瑞遠智控,5000,STOCK
1966,HK.08250,絲路能源,20000,STOCK
1967,HK.08251,優越集團控股,10000,STOCK
1968,HK.08255,神州數字,6000,STOCK
1969,HK.08256,金利通,4000,STOCK
1970,HK.08258,西北實業,10000,STOCK
1971,HK.08260,銀合控股,10000,STOCK
1972,HK.08261,海天能源,8000,STOCK
1973,HK.08262,宏強控股,10000,STOCK
1974,HK.08265,宏峰太平洋,4000,STOCK
1975,HK.08266,金達集團國際,16000,STOCK
1976,HK.08267,藍港互動,500,STOCK
1977,HK.08268,迪臣建設,8000,STOCK
1978,HK.08269,富譽控股,10000,STOCK
1979,HK.08270,中國煤層氣,40000,STOCK
1980,HK.08271,環球數碼創意,2000,STOCK
1981,HK.08272,華人飲食集團,20000,STOCK
1982,HK.08273,浙江展望,2000,STOCK
1983,HK.08277,駿東控股,2000,STOCK
1984,HK.08278,CMON,10000,STOCK
1985,HK.08279,亞博科技控股,4000,STOCK
1986,HK.08280,中國數字視頻,2000,STOCK
1987,HK.08281,中國金典集團,8000,STOCK
1988,HK.08282,智傲控股,4000,STOCK
1989,HK.08283,正力控股,5000,STOCK
1990,HK.08286,長城微光,5000,STOCK
1991,HK.08290,亞勢備份,10000,STOCK
1992,HK.08292,盛良物流,10000,STOCK
1993,HK.08293,星亞控股,5000,STOCK
1994,HK.08295,中植資本國際,20000,STOCK
1995,HK.08296,中國生命集團,4000,STOCK
1996,HK.08297,芭迪貝伊,5000,STOCK
1997,HK.08299,大唐潼金,12000,STOCK
1998,HK.08300,皇璽餐飲集團,20000,STOCK
1999,HK.08301,明華科技,8000,STOCK
2000,HK.08302,STOCK8302,1,STOCK
2001,HK.08303,STOCK8303,1,STOCK
2002,HK.08304,STOCK8304,1,STOCK
2003,HK.08306,中國有色金屬,10000,STOCK
2004,HK.08307,密迪斯肌,4000,STOCK
2005,HK.08308,古兜控股,4000,STOCK
2006,HK.08310,大豐港,10000,STOCK
2007,HK.08311,圓美光電,10000,STOCK
2008,HK.08312,中國瀚亞,10000,STOCK
2009,HK.08315,冠輝集團控股,10000,STOCK
2010,HK.08316,柏榮集團控股,10000,STOCK
2011,HK.08317,財華社集團,2000,STOCK
2012,HK.08318,正利控股,20000,STOCK
2013,HK.08319,思博系統,10000,STOCK
2014,HK.08320,沛然環保,10000,STOCK
2015,HK.08321,泰錦控股,10000,STOCK
2016,HK.08325,中國支付通,10000,STOCK
2017,HK.08326,同景新能源,1000,STOCK
2018,HK.08327,泰邦集團,10000,STOCK
2019,HK.08328,信義香港,4000,STOCK
2020,HK.08329,海王英特龍,10000,STOCK
2021,HK.08331,飛尚非金屬,10000,STOCK
2022,HK.08333,阿仕特朗金融,5000,STOCK
2023,HK.08336,電訊數碼控股,1000,STOCK
2024,HK.08337,直通電訊,10000,STOCK
2025,HK.08340,域高金融,10000,STOCK
2026,HK.08341,艾碩控股,5000,STOCK
2027,HK.08342,飛思達科技,5000,STOCK
2028,HK.08343,宏光照明,5000,STOCK
2029,HK.08345,火岩控股,2000,STOCK
2030,HK.08346,創新電子控股,10000,STOCK
2031,HK.08348,濱海泰達物流,2000,STOCK
2032,HK.08349,美固科技控股,10000,STOCK
2033,HK.08351,俊文寶石,20000,STOCK
2034,HK.08352,成安控股,10000,STOCK
2035,HK.08353,安科系統,3000,STOCK
2036,HK.08355,超智能控股,10000,STOCK
2037,HK.08356,中國新華電視,10000,STOCK
2038,HK.08358,卓珈控股,5000,STOCK
2039,HK.08359,HYPEBEAST,20000,STOCK
2040,HK.08360,利駿集團香港,4000,STOCK
2041,HK.08361,中國育兒網絡,2000,STOCK
2042,HK.08363,爵士芭蕾舞學院,2000,STOCK
2043,HK.08366,Fraser Holdings,10000,STOCK
2044,HK.08368,中國創意控股,1000,STOCK
2045,HK.08369,立基工程控股,10000,STOCK
2046,HK.08370,智昇集團控股,8000,STOCK
2047,HK.08407,興證國際,2000,STOCK
2048,HK.08411,K W NELSON GP,10000,STOCK
2049,HK.08415,樂嘉思控股,10000,STOCK
2050,HK.08416,HM INTL HLDGS,5000,STOCK
2051,HK.08417,大地教育,10000,STOCK
2052,HK.08421,永順控股香港,5000,STOCK
2053,HK.08423,CHI HO DEV,10000,STOCK
2054,HK.08425,興銘控股,4000,STOCK
2055,HK.08428,國茂控股,12000,STOCK
2056,HK.08431,浩柏國際,10000,STOCK
2057,HK.08432,太平洋酒吧,10000,STOCK
2058,HK.08442,樺欣控股,500,STOCK
2059,HK.08553,華人飲食(舊),10000,STOCK
2060,HK.08559,富譽控股(舊),5000,STOCK
2061,HK.08561,環球能源資源—舊,4000,STOCK
2062,HK.08563,安悅國際控股—舊,40000,STOCK
2063,HK.08565,凱順能源股權,10000,STOCK
2064,HK.08566,同仁資源(舊),4000,STOCK
2065,HK.08567,品創控股(舊),500,STOCK
2066,HK.08568,智易控股股權,6000,STOCK
2067,HK.08569,寶聯控股股權,20000,STOCK
2068,HK.08570,華普智通股權,10000,STOCK
2069,HK.08571,訊智海(舊),200,STOCK
2070,HK.08572,修身堂股權,40000,STOCK
2071,HK.08573,凱順能源(舊),1000,STOCK
2072,HK.04332,AMGEN-T,10,STOCK
2073,HK.04333,思科—Τ,10,STOCK
2074,HK.04335,英特爾—Τ,10,STOCK
2075,HK.04336,應用材料—Τ,10,STOCK
2076,HK.04337,星巴克—T,20,STOCK
2077,HK.04338,微軟—Τ,10,STOCK
