,code,name,lot_size,stock_type,stock_child_type,owner_stock_code
3144,HK.26053,腾讯瑞银七五购C.C,1000,WARRANT,CALL,HK.00700
3145,HK.26057,康哲野村七七购A.C,1000,WARRANT,CALL,HK.00867
3146,HK.26058,腾讯瑞银七五沽D.P,1000,WARRANT,PUT,HK.00700
3147,HK.26059,海油摩通八乙沽B.P,10000,WARRANT,PUT,HK.00883
3148,HK.26073,汇丰瑞银七六沽C.P,4000,WARRANT,PUT,HK.00005
3149,HK.26075,渣打汇丰七九购A.C,500,WARRANT,CALL,HK.02888
3150,HK.26079,招行汇丰七八购A.C,5000,WARRANT,CALL,HK.03968
3151,HK.26093,中燃摩通七乙购A.C,20000,WARRANT,CALL,HK.00384
3152,HK.26096,恒指汇丰七六沽J.P,10000,WARRANT,PUT,HK.800000
3153,HK.26099,恒指汇丰七五沽B.P,10000,WARRANT,PUT,HK.800000
3154,HK.26100,吉利中银八二购A.C,5000,WARRANT,CALL,HK.00175
3155,HK.26120,融创法巴九四购A.C,10000,WARRANT,CALL,HK.01918
3156,HK.26125,汇丰法巴七九购A.C,4000,WARRANT,CALL,HK.00005
3157,HK.26128,海油法巴七十购B.C,1000,WARRANT,CALL,HK.00883
3158,HK.26134,盈富瑞信七五购A.C,5000,WARRANT,CALL,HK.02800
3159,HK.26137,康哲麦银七乙购A.C,10000,WARRANT,CALL,HK.00867
3160,HK.26138,建行法巴七八购A.C,1000,WARRANT,CALL,HK.00939
3161,HK.26139,工行法巴七八购A.C,1000,WARRANT,CALL,HK.01398
3162,HK.26140,中行法巴七八购A.C,1000,WARRANT,CALL,HK.03988
3163,HK.26145,渣打法巴八一购A.C,500,WARRANT,CALL,HK.02888
3164,HK.26150,中移麦银八七沽A.P,50000,WARRANT,PUT,HK.00941
3165,HK.26161,中寿麦银七九购A.C,1000,WARRANT,CALL,HK.02628
3166,HK.26162,新地高盛七十购A.C,10000,WARRANT,CALL,HK.00016
3167,HK.26172,腾讯麦银七九购D.C,1000,WARRANT,CALL,HK.00700
3168,HK.26173,盈富瑞银七九购A.C,5000,WARRANT,CALL,HK.02800
3169,HK.26176,海田麦银八十购A.C,20000,WARRANT,CALL,HK.02883
3170,HK.26180,A中法兴八一购B.C,1000,WARRANT,CALL,HK.02823
3171,HK.26181,A中麦银七十购A.C,100,WARRANT,CALL,HK.02823
3172,HK.26186,国信麦银八五购A.C,2000,WARRANT,CALL,HK.00728
3173,HK.26188,A中法巴八一购A.C,1000,WARRANT,CALL,HK.02823
3174,HK.26189,汇丰麦银七九购C.C,400,WARRANT,CALL,HK.00005
3175,HK.26202,中移瑞信七七沽C.P,5000,WARRANT,PUT,HK.00941
3176,HK.26208,友邦瑞信七八沽B.P,2000,WARRANT,PUT,HK.01299
3177,HK.26232,广汽摩通七甲购A.C,20000,WARRANT,CALL,HK.02238
3178,HK.26234,长汽麦银八一购A.C,5000,WARRANT,CALL,HK.02333
3179,HK.26239,越秀麦银七七购A.C,2000,WARRANT,CALL,HK.00123
3180,HK.26241,江铜法兴七九购A.C,1000,WARRANT,CALL,HK.00358
3181,HK.26242,长汽摩通八七购A.C,5000,WARRANT,CALL,HK.02333
3182,HK.26263,招行麦银七七购A.C,5000,WARRANT,CALL,HK.03968
3183,HK.26267,恒指摩通七九沽A.P,10000,WARRANT,PUT,HK.800000
3184,HK.26272,长汽瑞信七乙购A.C,5000,WARRANT,CALL,HK.02333
3185,HK.26273,恒产麦银八二购A.C,10000,WARRANT,CALL,HK.00101
3186,HK.26275,腾讯摩通八三沽A.P,10000,WARRANT,PUT,HK.00700
3187,HK.26278,腾讯摩通七五沽C.P,1000,WARRANT,PUT,HK.00700
3188,HK.26281,铁建高盛七乙购A.C,5000,WARRANT,CALL,HK.01186
3189,HK.26286,渣打摩通七九购A.C,500,WARRANT,CALL,HK.02888
3190,HK.26297,A中中银七乙购B.C,1000,WARRANT,CALL,HK.02823
3191,HK.26305,汇丰高盛七六购D.C,4000,WARRANT,CALL,HK.00005
3192,HK.26312,长和法兴七乙购A.C,5000,WARRANT,CALL,HK.00001
3193,HK.26316,中铝瑞银七八购A.C,2000,WARRANT,CALL,HK.02600
3194,HK.26317,海油瑞银七七购A.C,10000,WARRANT,CALL,HK.00883
3195,HK.26330,汇丰瑞银七八购A.C,4000,WARRANT,CALL,HK.00005
3196,HK.26337,卓尔摩通八乙购A.C,30000,WARRANT,CALL,HK.02098
3197,HK.26351,平安摩通七六购D.C,5000,WARRANT,CALL,HK.02318
3198,HK.26353,南中中银七十购A.C,2000,WARRANT,CALL,HK.02822
3199,HK.26367,中险麦银七九购A.C,2000,WARRANT,CALL,HK.02328
3200,HK.26369,中信麦银七甲购A.C,10000,WARRANT,CALL,HK.00267
3201,HK.26371,新地瑞银七十购A.C,10000,WARRANT,CALL,HK.00016
3202,HK.26379,海油高盛八七购A.C,10000,WARRANT,CALL,HK.00883
3203,HK.26380,鞍钢瑞信七八购A.C,2000,WARRANT,CALL,HK.00347
3204,HK.26383,中油瑞银七七购A.C,2000,WARRANT,CALL,HK.00857
3205,HK.26404,腾讯高盛七五购D.C,1000,WARRANT,CALL,HK.00700
3206,HK.26410,金沙摩通七八购A.C,4000,WARRANT,CALL,HK.01928
3207,HK.26418,鞍钢摩通八乙购A.C,2000,WARRANT,CALL,HK.00347
3208,HK.26423,长汽东亚七乙购A.C,5000,WARRANT,CALL,HK.02333
3209,HK.26424,中信东亚七甲购A.C,10000,WARRANT,CALL,HK.00267
3210,HK.26427,邮银摩通七八购A.C,1000,WARRANT,CALL,HK.01658
3211,HK.26433,海螺摩通七十购A.C,5000,WARRANT,CALL,HK.00914
3212,HK.26435,江铜摩通八八购A.C,10000,WARRANT,CALL,HK.00358
3213,HK.26438,民行瑞银八乙购A.C,5000,WARRANT,CALL,HK.01988
3214,HK.26448,工行高盛七七购C.C,1000,WARRANT,CALL,HK.01398
3215,HK.26464,中寿高盛七九购B.C,10000,WARRANT,CALL,HK.02628
3216,HK.26486,平安法兴七八购D.C,5000,WARRANT,CALL,HK.02318
3217,HK.26499,龙电麦银七五购A.C,1000,WARRANT,CALL,HK.00916
3218,HK.26504,金沙法兴七九购A.C,4000,WARRANT,CALL,HK.01928
3219,HK.26512,南中高盛八九购A.C,2000,WARRANT,CALL,HK.02822
3220,HK.26514,招行高盛七五购A.C,5000,WARRANT,CALL,HK.03968
3221,HK.26515,腾讯中银七十沽B.P,10000,WARRANT,PUT,HK.00700
3222,HK.26522,中芯汇丰七甲购A.C,5000,WARRANT,CALL,HK.00981
3223,HK.26523,腾讯汇丰七六沽C.P,10000,WARRANT,PUT,HK.00700
3224,HK.26537,平安汇丰七七购C.C,5000,WARRANT,CALL,HK.02318
3225,HK.26541,美高摩通七十购A.C,4000,WARRANT,CALL,HK.02282
3226,HK.26544,巴影麦银七五购A.C,10000,WARRANT,CALL,HK.01060
3227,HK.26562,港交汇丰七五购A.C,10000,WARRANT,CALL,HK.00388
3228,HK.26568,腾讯麦银七九沽E.P,1000,WARRANT,PUT,HK.00700
3229,HK.26578,招行法兴七六购A.C,5000,WARRANT,CALL,HK.03968
3230,HK.26581,港交麦银七九购A.C,1000,WARRANT,CALL,HK.00388
3231,HK.26584,鞍钢海通八乙购A.C,2000,WARRANT,CALL,HK.00347
3232,HK.26587,信光海通七乙购A.C,2000,WARRANT,CALL,HK.00968
3233,HK.26600,神华海通七乙沽A.P,5000,WARRANT,PUT,HK.01088
3234,HK.26602,新地汇丰七十购A.C,10000,WARRANT,CALL,HK.00016
3235,HK.26603,中宏海通八乙购A.C,5000,WARRANT,CALL,HK.01378
3236,HK.26607,邮银海通七八购A.C,1000,WARRANT,CALL,HK.01658
3237,HK.26618,富康海通七九购A.C,1000,WARRANT,CALL,HK.02038
3238,HK.26619,腾讯法兴七六购D.C,1000,WARRANT,CALL,HK.00700
3239,HK.26622,洋保麦银七乙购A.C,2000,WARRANT,CALL,HK.02601
3240,HK.26623,平安麦银七九购A.C,5000,WARRANT,CALL,HK.02318
3241,HK.26624,汇丰东亚八一沽A.P,4000,WARRANT,PUT,HK.00005
3242,HK.26625,港交东亚八十购A.C,10000,WARRANT,CALL,HK.00388
3243,HK.26626,港交东亚八十沽B.P,10000,WARRANT,PUT,HK.00388
3244,HK.26628,恒指汇丰七六沽A.P,10000,WARRANT,PUT,HK.800000
3245,HK.26632,招金东亚八九购A.C,5000,WARRANT,CALL,HK.01818
3246,HK.26633,兖煤东亚七八购A.C,2000,WARRANT,CALL,HK.01171
3247,HK.26635,腾讯瑞信七七购G.C,1000,WARRANT,CALL,HK.00700
3248,HK.26638,平安瑞信七七购C.C,5000,WARRANT,CALL,HK.02318
3249,HK.26655,邮银瑞信七八购A.C,1000,WARRANT,CALL,HK.01658
3250,HK.26656,恒指汇丰七六购B.C,10000,WARRANT,CALL,HK.800000
3251,HK.26657,南中汇丰七十购A.C,2000,WARRANT,CALL,HK.02822
3252,HK.26659,A中汇丰七乙购A.C,1000,WARRANT,CALL,HK.02823
3253,HK.26660,腾讯瑞信七十购B.C,10000,WARRANT,CALL,HK.00700
3254,HK.26663,鞍钢瑞信八甲购A.C,2000,WARRANT,CALL,HK.00347
3255,HK.26671,银证汇丰七甲购A.C,5000,WARRANT,CALL,HK.06881
3256,HK.26673,长和汇丰七甲购A.C,5000,WARRANT,CALL,HK.00001
3257,HK.26674,民行汇丰八乙购A.C,5000,WARRANT,CALL,HK.01988
3258,HK.26679,江铜瑞银八一购A.C,10000,WARRANT,CALL,HK.00358
3259,HK.26694,建行摩通七五购A.C,1000,WARRANT,CALL,HK.00939
3260,HK.26695,中移摩通七九购A.C,5000,WARRANT,CALL,HK.00941
3261,HK.26701,恒H高盛七乙购B.C,2000,WARRANT,CALL,HK.02828
3262,HK.26710,工行麦银七六购A.C,1000,WARRANT,CALL,HK.01398
3263,HK.26713,兖煤摩通七九购A.C,2000,WARRANT,CALL,HK.01171
3264,HK.26714,建行高盛七八购A.C,1000,WARRANT,CALL,HK.00939
3265,HK.26732,腾讯法巴九一购B.C,10000,WARRANT,CALL,HK.00700
3266,HK.26735,中企汇丰七六购A.C,10000,WARRANT,CALL,HK.800100
3267,HK.26744,港交瑞信七六购B.C,10000,WARRANT,CALL,HK.00388
3268,HK.26750,汇丰法巴八一购A.C,4000,WARRANT,CALL,HK.00005
3269,HK.26751,平安法巴八七购A.C,5000,WARRANT,CALL,HK.02318
3270,HK.26761,里康麦银七五购A.C,20000,WARRANT,CALL,HK.00241
3271,HK.26762,长汽麦银七九购A.C,5000,WARRANT,CALL,HK.02333
3272,HK.26765,中移法巴八一购A.C,5000,WARRANT,CALL,HK.00941
3273,HK.26766,港交麦银七九购B.C,1000,WARRANT,CALL,HK.00388
3274,HK.26773,港交高盛七五购B.C,10000,WARRANT,CALL,HK.00388
3275,HK.26777,腾讯麦银零一购A.C,10000,WARRANT,CALL,HK.00700
3276,HK.26778,海油海通八五购A.C,10000,WARRANT,CALL,HK.00883
3277,HK.26780,中交海通七十购A.C,10000,WARRANT,CALL,HK.01800
3278,HK.26794,建行高盛七七购B.C,1000,WARRANT,CALL,HK.00939
3279,HK.26798,平安汇丰七六购A.C,5000,WARRANT,CALL,HK.02318
3280,HK.26799,汇丰麦银八七沽A.P,4000,WARRANT,PUT,HK.00005
3281,HK.26800,国泰麦银七十购A.C,10000,WARRANT,CALL,HK.00293
3282,HK.26803,世茂法兴七八购A.C,5000,WARRANT,CALL,HK.00813
3283,HK.26808,中信摩通七乙购A.C,1000,WARRANT,CALL,HK.00267
3284,HK.26812,海油汇丰七甲沽A.P,10000,WARRANT,PUT,HK.00883
3285,HK.26815,广汽海通七甲购A.C,20000,WARRANT,CALL,HK.02238
3286,HK.26824,联想高盛八四购A.C,20000,WARRANT,CALL,HK.00992
3287,HK.26830,兖煤瑞银七乙购A.C,20000,WARRANT,CALL,HK.01171
3288,HK.26834,渣打东亚八乙购A.C,5000,WARRANT,CALL,HK.02888
3289,HK.26837,比迪东亚八乙购A.C,50000,WARRANT,CALL,HK.01211
3290,HK.26845,中炼麦银九乙购A.C,5000,WARRANT,CALL,HK.02386
3291,HK.26855,新发瑞银七八购A.C,1000,WARRANT,CALL,HK.00017
3292,HK.26859,长建瑞银七八购A.C,10000,WARRANT,CALL,HK.01038
3293,HK.26861,盈富中银七六购A.C,5000,WARRANT,CALL,HK.02800
3294,HK.26862,中车汇丰七七购A.C,10000,WARRANT,CALL,HK.01766
3295,HK.26863,利丰瑞银七九购A.C,2000,WARRANT,CALL,HK.00494
3296,HK.26864,中信汇丰七乙购A.C,1000,WARRANT,CALL,HK.00267
3297,HK.26881,国信瑞银七六购A.C,2000,WARRANT,CALL,HK.00728
3298,HK.26886,南中海通八九购A.C,2000,WARRANT,CALL,HK.02822
3299,HK.26889,海螺瑞银七六购A.C,5000,WARRANT,CALL,HK.00914
3300,HK.26892,农行法兴八一购A.C,1000,WARRANT,CALL,HK.01288
3301,HK.26906,新地法兴七九购A.C,10000,WARRANT,CALL,HK.00016
3302,HK.26907,电盈瑞信七八购A.C,1000,WARRANT,CALL,HK.00008
3303,HK.26910,恒H瑞信七八购A.C,2000,WARRANT,CALL,HK.02828
3304,HK.26913,招金瑞信七八购A.C,500,WARRANT,CALL,HK.01818
3305,HK.26922,港交摩通七六购C.C,1000,WARRANT,CALL,HK.00388
3306,HK.26923,腾讯汇丰七乙沽A.P,10000,WARRANT,PUT,HK.00700
3307,HK.26924,华泰摩通八三购A.C,2000,WARRANT,CALL,HK.06886
3308,HK.26928,腾讯高盛七九购D.C,10000,WARRANT,CALL,HK.00700
3309,HK.26929,汇丰高盛七七购B.C,4000,WARRANT,CALL,HK.00005
3310,HK.26930,腾讯汇丰七五购A.C,10000,WARRANT,CALL,HK.00700
3311,HK.26938,吉利中银七七购A.C,5000,WARRANT,CALL,HK.00175
3312,HK.26940,腾讯摩通七甲沽A.P,10000,WARRANT,PUT,HK.00700
3313,HK.26941,中移中银七八购A.C,5000,WARRANT,CALL,HK.00941
3314,HK.26942,中移中银七七购C.C,5000,WARRANT,CALL,HK.00941
3315,HK.26948,美高法兴七七购A.C,4000,WARRANT,CALL,HK.02282
3316,HK.26952,港交中银八一购A.C,10000,WARRANT,CALL,HK.00388
3317,HK.26953,中寿法兴七十购B.C,10000,WARRANT,CALL,HK.02628
3318,HK.26955,中寿法兴七十沽C.P,10000,WARRANT,PUT,HK.02628
3319,HK.26958,永利麦银七五购A.C,4000,WARRANT,CALL,HK.01128
3320,HK.26964,中车瑞信七七购A.C,10000,WARRANT,CALL,HK.01766
3321,HK.26967,中铝汇丰七八购A.C,2000,WARRANT,CALL,HK.02600
3322,HK.26975,招金汇丰七乙购A.C,5000,WARRANT,CALL,HK.01818
3323,HK.26980,吉利海通八八购A.C,5000,WARRANT,CALL,HK.00175
3324,HK.26981,吉利海通八四沽A.P,50000,WARRANT,PUT,HK.00175
3325,HK.26983,天能海通八八购A.C,2000,WARRANT,CALL,HK.00819
3326,HK.26988,腾讯高盛七五购A.C,10000,WARRANT,CALL,HK.00700
3327,HK.26989,中移海通七九购A.C,5000,WARRANT,CALL,HK.00941
3328,HK.26990,金沙海通七八购A.C,4000,WARRANT,CALL,HK.01928
3329,HK.26991,港交高盛七九购A.C,10000,WARRANT,CALL,HK.00388
3330,HK.26992,平安海通七九购A.C,5000,WARRANT,CALL,HK.02318
3331,HK.26997,平安麦银七九购B.C,5000,WARRANT,CALL,HK.02318
3332,HK.26998,银证法兴七七购A.C,5000,WARRANT,CALL,HK.06881
3333,HK.27004,中寿中银八一购A.C,10000,WARRANT,CALL,HK.02628
3334,HK.27006,平安中银七十购A.C,5000,WARRANT,CALL,HK.02318
3335,HK.27007,平安法兴七乙购A.C,5000,WARRANT,CALL,HK.02318
3336,HK.27035,港交法巴七八购A.C,10000,WARRANT,CALL,HK.00388
3337,HK.27036,平安法兴七甲购B.C,5000,WARRANT,CALL,HK.02318
3338,HK.27037,腾讯法巴七六购A.C,10000,WARRANT,CALL,HK.00700
3339,HK.27040,中企法巴七六购A.C,10000,WARRANT,CALL,HK.800100
3340,HK.27052,港交摩通七五购A.C,10000,WARRANT,CALL,HK.00388
3341,HK.27057,金沙麦银七九购B.C,4000,WARRANT,CALL,HK.01928
3342,HK.27068,中寿法兴七六购A.C,10000,WARRANT,CALL,HK.02628
3343,HK.27074,金软麦银七十购A.C,10000,WARRANT,CALL,HK.03888
3344,HK.27083,渣打瑞银七八购B.C,500,WARRANT,CALL,HK.02888
3345,HK.27085,友邦瑞银七八购A.C,2000,WARRANT,CALL,HK.01299
3346,HK.27086,吉利汇丰七乙购A.C,50000,WARRANT,CALL,HK.00175
3347,HK.27088,中寿瑞信七六购B.C,1000,WARRANT,CALL,HK.02628
3348,HK.27101,中寿瑞信七六购C.C,1000,WARRANT,CALL,HK.02628
3349,HK.27102,长建瑞信七八购A.C,10000,WARRANT,CALL,HK.01038
3350,HK.27104,中寿高盛八一购A.C,10000,WARRANT,CALL,HK.02628
3351,HK.27106,中寿摩通七九沽B.P,10000,WARRANT,PUT,HK.02628
3352,HK.27107,中寿摩通七乙购C.C,10000,WARRANT,CALL,HK.02628
3353,HK.27108,中寿摩通七六购B.C,1000,WARRANT,CALL,HK.02628
3354,HK.27110,联想汇丰八四购A.C,20000,WARRANT,CALL,HK.00992
3355,HK.27116,平安摩通七甲购A.C,5000,WARRANT,CALL,HK.02318
3356,HK.27117,平安摩通七八沽B.P,5000,WARRANT,PUT,HK.02318
3357,HK.27118,太保摩通七十购A.C,2000,WARRANT,CALL,HK.00966
3358,HK.27120,中车法兴七七购A.C,10000,WARRANT,CALL,HK.01766
3359,HK.27122,洋保摩通七十购A.C,2000,WARRANT,CALL,HK.02601
3360,HK.27127,吉利摩通八九购A.C,50000,WARRANT,CALL,HK.00175
3361,HK.27135,吉利摩通七九购B.C,5000,WARRANT,CALL,HK.00175
3362,HK.27136,高传海通八一购A.C,1000,WARRANT,CALL,HK.00658
3363,HK.27138,中铁汇丰七十购A.C,10000,WARRANT,CALL,HK.00390
3364,HK.27139,比迪汇丰七九购A.C,50000,WARRANT,CALL,HK.01211
3365,HK.27143,平安瑞银七六购A.C,5000,WARRANT,CALL,HK.02318
3366,HK.27144,平安瑞银七九购A.C,5000,WARRANT,CALL,HK.02318
3367,HK.27148,腾讯高盛七六购G.C,10000,WARRANT,CALL,HK.00700
3368,HK.27149,平安高盛七六购A.C,5000,WARRANT,CALL,HK.02318
3369,HK.27150,平安高盛七九购A.C,5000,WARRANT,CALL,HK.02318
3370,HK.27151,腾讯法兴七甲沽A.P,10000,WARRANT,PUT,HK.00700
3371,HK.27152,腾讯瑞信七乙沽A.P,10000,WARRANT,PUT,HK.00700
3372,HK.27163,舜光麦银八一购A.C,10000,WARRANT,CALL,HK.02382
3373,HK.27164,吉利麦银七十购A.C,50000,WARRANT,CALL,HK.00175
3374,HK.27165,吉利法兴七甲购A.C,5000,WARRANT,CALL,HK.00175
3375,HK.27172,吉利汇丰七甲购A.C,50000,WARRANT,CALL,HK.00175
3376,HK.27176,吉利汇丰七九购A.C,50000,WARRANT,CALL,HK.00175
3377,HK.27195,海通汇丰七十购A.C,4000,WARRANT,CALL,HK.06837
3378,HK.27198,李宁麦银八一购A.C,500,WARRANT,CALL,HK.02331
3379,HK.27199,银证汇丰八乙购A.C,5000,WARRANT,CALL,HK.06881
3380,HK.27208,工行法兴七五购A.C,1000,WARRANT,CALL,HK.01398
3381,HK.27209,中寿瑞银七六购B.C,1000,WARRANT,CALL,HK.02628
3382,HK.27210,华地瑞银八三购A.C,20000,WARRANT,CALL,HK.01109
3383,HK.27213,人保瑞银七八购A.C,1000,WARRANT,CALL,HK.01339
3384,HK.27218,腾讯法兴七六购A.C,10000,WARRANT,CALL,HK.00700
3385,HK.27219,工行法巴八二购A.C,1000,WARRANT,CALL,HK.01398
3386,HK.27227,中行法巴八四购A.C,1000,WARRANT,CALL,HK.03988
3387,HK.27229,建行法巴八四购B.C,1000,WARRANT,CALL,HK.00939
3388,HK.27232,中科海通七九购A.C,1000,WARRANT,CALL,HK.02357
3389,HK.27233,吉利瑞信八八购B.C,5000,WARRANT,CALL,HK.00175
3390,HK.27235,联想瑞信八五购A.C,20000,WARRANT,CALL,HK.00992
3391,HK.27244,友邦法巴七六购A.C,2000,WARRANT,CALL,HK.01299
3392,HK.27245,汇丰法巴七六购A.C,4000,WARRANT,CALL,HK.00005
3393,HK.27249,中寿法巴七八购A.C,10000,WARRANT,CALL,HK.02628
3394,HK.27251,中寿瑞信七九沽C.P,10000,WARRANT,PUT,HK.02628
3395,HK.27259,洋保瑞信七九购A.C,2000,WARRANT,CALL,HK.02601
3396,HK.27260,金软瑞信七七购A.C,10000,WARRANT,CALL,HK.03888
3397,HK.27274,中行瑞信七七购A.C,1000,WARRANT,CALL,HK.03988
3398,HK.27276,舜光摩通七九购A.C,10000,WARRANT,CALL,HK.02382
3399,HK.27291,金软摩通七甲购A.C,10000,WARRANT,CALL,HK.03888
3400,HK.27292,平安摩通七九购B.C,5000,WARRANT,CALL,HK.02318
3401,HK.27294,工行摩通七乙购A.C,1000,WARRANT,CALL,HK.01398
3402,HK.27297,中行摩通七九购A.C,1000,WARRANT,CALL,HK.03988
3403,HK.27300,中信法兴七八购A.C,1000,WARRANT,CALL,HK.00267
3404,HK.27302,中行摩通七乙购A.C,1000,WARRANT,CALL,HK.03988
3405,HK.27306,中移法巴八乙购A.C,50000,WARRANT,CALL,HK.00941
3406,HK.27307,吉利汇丰七乙沽B.P,50000,WARRANT,PUT,HK.00175
3407,HK.27310,中联法兴七乙购B.C,20000,WARRANT,CALL,HK.00762
3408,HK.27329,五龙海通八十购A.C,5000,WARRANT,CALL,HK.00729
3409,HK.27333,东航海通八四购A.C,20000,WARRANT,CALL,HK.00670
3410,HK.27336,华泥麦银七六购A.C,2000,WARRANT,CALL,HK.01313
3411,HK.27338,银河中银七八购A.C,10000,WARRANT,CALL,HK.00027
3412,HK.27345,友邦中银七九购A.C,2000,WARRANT,CALL,HK.01299
3413,HK.27355,恒指中银八一购A.C,10000,WARRANT,CALL,HK.800000
3414,HK.27357,恒指中银七八沽B.P,10000,WARRANT,PUT,HK.800000
3415,HK.27364,中交法兴七十购A.C,10000,WARRANT,CALL,HK.01800
3416,HK.27376,洋保海通七九购A.C,2000,WARRANT,CALL,HK.02601
3417,HK.27378,太保海通七九购A.C,2000,WARRANT,CALL,HK.00966
3418,HK.27387,铁建法兴七七购A.C,5000,WARRANT,CALL,HK.01186
3419,HK.27388,港交法兴七六购B.C,10000,WARRANT,CALL,HK.00388
3420,HK.27390,平安海通七六购A.C,5000,WARRANT,CALL,HK.02318
3421,HK.27392,中寿海通七甲购A.C,10000,WARRANT,CALL,HK.02628
3422,HK.27411,中寿海通七十沽A.P,10000,WARRANT,PUT,HK.02628
3423,HK.27412,恒H东亚七乙购A.C,20000,WARRANT,CALL,HK.02828
3424,HK.27419,中企法兴七九沽C.P,10000,WARRANT,PUT,HK.800100
3425,HK.27428,平安瑞信七十购A.C,5000,WARRANT,CALL,HK.02318
3426,HK.27429,港交瑞信七八沽A.P,10000,WARRANT,PUT,HK.00388
3427,HK.27430,新地瑞信七八购B.C,10000,WARRANT,CALL,HK.00016
3428,HK.27440,中企法兴七六购A.C,10000,WARRANT,CALL,HK.800100
3429,HK.27441,联想法兴八五购A.C,20000,WARRANT,CALL,HK.00992
3430,HK.27442,太保瑞信七九购A.C,2000,WARRANT,CALL,HK.00966
3431,HK.27444,工行瑞信七十购A.C,1000,WARRANT,CALL,HK.01398
3432,HK.27445,永利法兴七五购A.C,4000,WARRANT,CALL,HK.01128
3433,HK.27447,中铁高盛七七购A.C,10000,WARRANT,CALL,HK.00390
3434,HK.27467,中交高盛七八购A.C,10000,WARRANT,CALL,HK.01800
3435,HK.27468,华地瑞信七乙购A.C,20000,WARRANT,CALL,HK.01109
3436,HK.27472,港交瑞银七六购C.C,1000,WARRANT,CALL,HK.00388
3437,HK.27475,腾讯瑞银七六购A.C,10000,WARRANT,CALL,HK.00700
3438,HK.27476,中企瑞银七六购A.C,10000,WARRANT,CALL,HK.800100
3439,HK.27486,中寿麦银七五购A.C,10000,WARRANT,CALL,HK.02628
3440,HK.27499,港交法巴八六购A.C,10000,WARRANT,CALL,HK.00388
3441,HK.27500,中寿高盛七乙购A.C,10000,WARRANT,CALL,HK.02628
3442,HK.27502,国材法兴七九购A.C,2000,WARRANT,CALL,HK.03323
3443,HK.27504,吉利法兴七八购B.C,5000,WARRANT,CALL,HK.00175
3444,HK.27505,友邦麦银七十购A.C,2000,WARRANT,CALL,HK.01299
3445,HK.27506,建行摩通七九沽A.P,1000,WARRANT,PUT,HK.00939
3446,HK.27515,中银摩通八五购A.C,5000,WARRANT,CALL,HK.02388
3447,HK.27516,中海摩通七十沽A.P,20000,WARRANT,PUT,HK.00688
3448,HK.27517,华地摩通七乙购A.C,20000,WARRANT,CALL,HK.01109
3449,HK.27527,海油汇丰八五购A.C,10000,WARRANT,CALL,HK.00883
3450,HK.27531,神华法兴七十购A.C,5000,WARRANT,CALL,HK.01088
3451,HK.27532,恒大高盛七七购A.C,10000,WARRANT,CALL,HK.03333
3452,HK.27533,华能高盛七甲购A.C,20000,WARRANT,CALL,HK.00902
3453,HK.27534,富力摩通八三购A.C,4000,WARRANT,CALL,HK.02777
3454,HK.27543,港交摩通八六购A.C,10000,WARRANT,CALL,HK.00388
3455,HK.27546,恒指摩通七十沽A.P,10000,WARRANT,PUT,HK.800000
3456,HK.27550,海油法兴八六购A.C,10000,WARRANT,CALL,HK.00883
3457,HK.27566,中行高盛七七购B.C,1000,WARRANT,CALL,HK.03988
3458,HK.27567,港交高盛七甲购B.C,10000,WARRANT,CALL,HK.00388
3459,HK.27569,盈富中银七乙购A.C,5000,WARRANT,CALL,HK.02800
3460,HK.27576,恒指摩通七八沽B.P,10000,WARRANT,PUT,HK.800000
3461,HK.27589,国美海通七五购A.C,1000,WARRANT,CALL,HK.00493
3462,HK.27590,恒指摩通七九沽B.P,10000,WARRANT,PUT,HK.800000
3463,HK.27591,中联海通七甲购A.C,20000,WARRANT,CALL,HK.00762
3464,HK.27597,盈富瑞银七乙购A.C,5000,WARRANT,CALL,HK.02800
3465,HK.27598,中企摩通七乙沽A.P,10000,WARRANT,PUT,HK.800100
3466,HK.27601,恒指瑞银七八沽A.P,10000,WARRANT,PUT,HK.800000
3467,HK.27611,港交瑞银八二购A.C,10000,WARRANT,CALL,HK.00388
3468,HK.27615,港交瑞银七五沽B.P,10000,WARRANT,PUT,HK.00388
3469,HK.27623,腾讯瑞银七六购D.C,1000,WARRANT,CALL,HK.00700
3470,HK.27627,中联摩通七甲购A.C,20000,WARRANT,CALL,HK.00762
3471,HK.27638,建行瑞银七七购A.C,1000,WARRANT,CALL,HK.00939
3472,HK.27647,中寿麦银八一沽A.P,10000,WARRANT,PUT,HK.02628
3473,HK.27648,国材麦银七十购A.C,2000,WARRANT,CALL,HK.03323
3474,HK.27650,A中摩通七乙沽B.P,1000,WARRANT,PUT,HK.02823
3475,HK.27662,比迪中银七九购A.C,50000,WARRANT,CALL,HK.01211
3476,HK.27667,海油麦银七乙购B.C,1000,WARRANT,CALL,HK.00883
3477,HK.27689,港交汇丰七甲购A.C,10000,WARRANT,CALL,HK.00388
3478,HK.27692,广汽瑞信七八购A.C,20000,WARRANT,CALL,HK.02238
3479,HK.27694,中寿摩通七四购A.C,10000,WARRANT,CALL,HK.02628
3480,HK.27696,中企摩通七六购A.C,10000,WARRANT,CALL,HK.800100
3481,HK.27702,金软汇丰七九购A.C,10000,WARRANT,CALL,HK.03888
3482,HK.27713,融创汇丰八甲购A.C,10000,WARRANT,CALL,HK.01918
